customer_name,city,category,product,quantity,unit_price,total_price,order_date,order_id
Angela Cole,Mashhad,Home Appliances,Microwave,2,220,440,2025-01-23,1303
Leslie Nelson,Qom,Books,Clean Code,1,55,55,2024-12-09,1304
Jay Morrow,Kermanshah,Sports,Basketball,5,35,175,2025-08-23,1305
John Kim,Rasht,Electronics,Tablet,1,500,500,2025-03-25,1306
Tammy Harris,Mashhad,Home Appliances,Air Conditioner,1,2000,2000,2025-05-14,1307
Juan Flores,Qom,Electronics,Laptop,3,1200,3600,2024-04-07,1308
Jessica Mitchell,Rasht,Sports,Running Shoes,3,120,360,2024-02-08,1309
Todd Perez,Karaj,Sports,Tennis Racket,1,180,180,2025-11-05,1310
Ronald Watkins,Ahvaz,Home Appliances,Washing Machine,3,1500,4500,2024-10-01,1311
Amber Gray,Mashhad,Home Appliances,Air Conditioner,5,2000,10000,2024-10-23,1312
Robert Wilkinson,Ahvaz,Books,Python Programming,2,45,90,2025-06-18,1313
Jamie Soto,Tehran,Books,Machine Learning,3,80,240,2025-10-25,1314
Patricia Allen,Tehran,Sports,Football,2,30,60,2024-07-24,1315
Mary Hanson,Ahvaz,Sports,Fitness Band,1,90,90,2024-08-24,1316
Anthony Jones,Mashhad,Books,Python Programming,1,45,45,2025-12-26,1317
April Wiggins,Shiraz,Sports,Fitness Band,1,90,90,2024-11-08,1318
Steven Carter,Ahvaz,Electronics,Smart Watch,2,250,500,2024-01-14,1319
Kaitlin Neal,Tabriz,Home Appliances,Vacuum Cleaner,2,300,600,2025-10-02,1320
Sherry Murphy,Rasht,Electronics,Tablet,3,500,1500,2025-01-08,1321
Valerie Craig,Rasht,Electronics,Headphones,3,150,450,2025-07-21,1322
Donald Meza,Mashhad,Home Appliances,Microwave,5,220,1100,2025-09-28,1323
Francisco Lowe,Isfahan,Home Appliances,Vacuum Cleaner,3,300,900,2025-03-23,1324
James Reid,Tabriz,Sports,Fitness Band,4,90,360,2024-01-28,1325
Michael Wright,Tehran,Sports,Running Shoes,5,120,600,2024-07-30,1326
Christopher Taylor,Rasht,Sports,Basketball,2,35,70,2025-11-04,1327
Katherine Francis,Shiraz,Sports,Basketball,5,35,175,2024-03-18,1328
Cassandra King,Isfahan,Books,Algorithms,4,70,280,2024-09-18,1329
Lydia Rodriguez,Tehran,Electronics,Laptop,5,1200,6000,2025-10-15,1330
Nicholas Higgins,Karaj,Sports,Basketball,5,35,175,2024-12-14,1331
Crystal Miller,Rasht,Electronics,Headphones,5,150,750,2024-02-29,1332
Kathleen Brown,Mashhad,Home Appliances,Refrigerator,2,1800,3600,2025-02-04,1333
Dana Pope,Shiraz,Home Appliances,Air Conditioner,1,2000,2000,2024-03-10,1334
Cynthia Brown,Karaj,Home Appliances,Air Conditioner,1,2000,2000,2024-08-13,1335
Brandon Hicks,Kermanshah,Books,Clean Code,5,55,275,2025-01-24,1336
Anthony Allen,Rasht,Books,Algorithms,1,70,70,2025-05-12,1337
Lisa Knox,Mashhad,Electronics,Headphones,1,150,150,2024-10-12,1338
Michael Zhang,Karaj,Electronics,Smartphone,2,800,1600,2025-04-13,1339
Norman Palmer,Mashhad,Home Appliances,Microwave,2,220,440,2025-12-03,1340
Connie Christensen,Tabriz,Electronics,Smart Watch,4,250,1000,2025-04-30,1341
Dustin Reyes,Isfahan,Electronics,Smart Watch,1,250,250,2024-06-27,1342
Jessica Luna,Shiraz,Home Appliances,Washing Machine,1,1500,1500,2025-02-09,1343
Jody Ho,Tehran,Sports,Running Shoes,2,120,240,2024-07-19,1344
Matthew Livingston,Shiraz,Books,Data Science Handbook,1,60,60,2024-12-23,1345
John Fuller,Kermanshah,Electronics,Smart Watch,3,250,750,2025-07-01,1346
Jonathon Mullins,Shiraz,Books,Machine Learning,1,80,80,2025-12-09,1347
Charles Acosta,Tabriz,Electronics,Smartphone,1,800,800,2024-01-13,1348
Connor Smith,Qom,Home Appliances,Washing Machine,5,1500,7500,2025-10-05,1349
Audrey Davis,Mashhad,Sports,Tennis Racket,3,180,540,2024-01-21,1350
Claudia Adams,Mashhad,Electronics,Laptop,5,1200,6000,2025-11-16,1351
Sandra Collins,Qom,Electronics,Headphones,3,150,450,2025-10-14,1352
Melanie Dunn,Shiraz,Sports,Football,5,30,150,2025-01-17,1353
Gloria White,Rasht,Home Appliances,Air Conditioner,3,2000,6000,2024-03-15,1354
Ryan Stanley,Ahvaz,Electronics,Smartphone,3,800,2400,2024-08-01,1355
Stacy Rodriguez,Ahvaz,Sports,Fitness Band,2,90,180,2025-01-04,1356
Angela Miller,Shiraz,Sports,Football,3,30,90,2025-01-05,1357
Robert Jones,Mashhad,Books,Data Science Handbook,4,60,240,2025-11-16,1358
Robert Hoffman,Tehran,Electronics,Smart Watch,5,250,1250,2024-04-18,1359
Julie Alexander,Mashhad,Home Appliances,Vacuum Cleaner,5,300,1500,2024-09-08,1360
Christopher Lawson,Mashhad,Sports,Tennis Racket,1,180,180,2025-12-11,1361
Susan Robles,Ahvaz,Home Appliances,Vacuum Cleaner,2,300,600,2024-11-07,1362
Julie Salazar,Qom,Books,Clean Code,3,55,165,2025-05-03,1363
Tammy Sutton,Ahvaz,Sports,Football,3,30,90,2025-03-11,1364
Stephanie Kelly,Rasht,Electronics,Smart Watch,5,250,1250,2024-04-23,1365
Tommy Chen,Tehran,Sports,Tennis Racket,5,180,900,2024-01-17,1366
Kevin Spence,Ahvaz,Home Appliances,Microwave,3,220,660,2024-02-07,1367
Jasmine Robinson,Karaj,Books,Algorithms,3,70,210,2025-09-13,1368
Karen Hooper,Qom,Home Appliances,Vacuum Cleaner,1,300,300,2025-06-14,1369
Virginia Padilla,Isfahan,Electronics,Laptop,2,1200,2400,2025-02-13,1370
John Obrien,Isfahan,Home Appliances,Air Conditioner,5,2000,10000,2025-09-03,1371
Ellen Hurst,Karaj,Books,Algorithms,5,70,350,2024-03-10,1372
Dr. Bill Ramirez,Mashhad,Books,Python Programming,5,45,225,2024-08-16,1373
Dale Macias,Karaj,Electronics,Tablet,2,500,1000,2025-04-29,1374
Renee Tran,Isfahan,Electronics,Tablet,1,500,500,2025-12-17,1375
Lori Lucas,Qom,Books,Python Programming,3,45,135,2025-01-29,1376
Anna Thornton,Shiraz,Books,Clean Code,3,55,165,2024-08-23,1377
Joseph Smith,Isfahan,Electronics,Tablet,1,500,500,2025-01-29,1378
Alan Mcguire,Kermanshah,Sports,Basketball,1,35,35,2025-11-19,1379
Julia Espinoza,Mashhad,Home Appliances,Air Conditioner,5,2000,10000,2024-08-01,1380
Nicole Ford,Qom,Sports,Running Shoes,5,120,600,2025-03-08,1381
Jamie Smith,Qom,Sports,Football,3,30,90,2024-12-12,1382
Kenneth Mayo,Ahvaz,Electronics,Laptop,1,1200,1200,2024-07-08,1383
Allen Stephenson,Tehran,Sports,Running Shoes,2,120,240,2025-04-09,1384
Frank Bradford,Qom,Electronics,Headphones,5,150,750,2024-05-10,1385
Daniel Payne,Ahvaz,Sports,Basketball,1,35,35,2025-01-31,1386
Stephanie Moore,Tabriz,Electronics,Smartphone,5,800,4000,2024-08-27,1387
Ryan Strong,Shiraz,Books,Python Programming,1,45,45,2025-06-11,1388
Derrick Kane DDS,Rasht,Home Appliances,Washing Machine,1,1500,1500,2024-11-09,1389
Debbie Duncan,Karaj,Books,Machine Learning,2,80,160,2025-03-03,1390
Michael Johns,Rasht,Books,Python Programming,1,45,45,2024-06-29,1391
Eric Harris,Qom,Electronics,Tablet,2,500,1000,2024-03-28,1392
Kevin Matthews,Ahvaz,Electronics,Laptop,1,1200,1200,2024-11-20,1393
Rhonda Johnson,Shiraz,Home Appliances,Vacuum Cleaner,5,300,1500,2025-06-17,1394
Christopher Nelson,Isfahan,Sports,Fitness Band,4,90,360,2024-09-21,1395
Joshua Lane,Isfahan,Books,Clean Code,3,55,165,2025-07-16,1396
Denise Gibson,Rasht,Sports,Tennis Racket,1,180,180,2025-12-30,1397
Hannah Cox,Karaj,Sports,Fitness Band,3,90,270,2024-06-09,1398
Shelby Buck,Rasht,Home Appliances,Microwave,5,220,1100,2024-05-14,1399
Jamie Sharp,Qom,Electronics,Smartphone,3,800,2400,2025-07-20,1400
Alexander Johnson,Rasht,Home Appliances,Washing Machine,2,1500,3000,2024-06-27,1401
Dale Walls,Rasht,Sports,Fitness Band,1,90,90,2024-12-20,1402
Zachary Cox,Ahvaz,Electronics,Smart Watch,4,250,1000,2024-12-20,1403
Shane Morris,Kermanshah,Electronics,Laptop,2,1200,2400,2024-01-04,1404
Rachel Norris,Kermanshah,Books,Data Science Handbook,2,60,120,2024-12-20,1405
Sandra Williams,Isfahan,Home Appliances,Air Conditioner,3,2000,6000,2024-07-26,1406
Holly Burch,Shiraz,Sports,Basketball,2,35,70,2024-03-23,1407
Michael Ramos,Ahvaz,Books,Python Programming,2,45,90,2025-06-25,1408
Janet Perry,Shiraz,Sports,Fitness Band,3,90,270,2025-09-25,1409
Angela Mendez,Shiraz,Electronics,Smart Watch,5,250,1250,2025-03-17,1410
Brian Mathis,Ahvaz,Books,Data Science Handbook,3,60,180,2024-09-01,1411
Andrea Villarreal,Kermanshah,Books,Python Programming,2,45,90,2025-11-26,1412
James Garcia,Mashhad,Electronics,Smartphone,1,800,800,2024-11-13,1413
Deborah Hart,Tabriz,Home Appliances,Microwave,1,220,220,2025-06-16,1414
Crystal Leon,Mashhad,Books,Clean Code,1,55,55,2024-12-07,1415
Javier Heath,Isfahan,Sports,Fitness Band,4,90,360,2024-08-31,1416
Jacob Williams,Kermanshah,Books,Algorithms,4,70,280,2025-10-07,1417
Cindy Higgins,Kermanshah,Books,Algorithms,2,70,140,2025-04-29,1418
Lindsay Lucero,Shiraz,Home Appliances,Vacuum Cleaner,5,300,1500,2024-07-26,1419
Laura Mcintyre,Qom,Sports,Running Shoes,2,120,240,2024-03-22,1420
Alexander Smith,Ahvaz,Electronics,Tablet,1,500,500,2024-07-19,1421
Tonya Malone,Rasht,Electronics,Tablet,5,500,2500,2025-09-14,1422
Vincent Garcia,Karaj,Sports,Fitness Band,1,90,90,2025-11-04,1423
Sonya Fischer,Mashhad,Electronics,Headphones,2,150,300,2024-04-01,1424
Jessica Stephens,Shiraz,Sports,Basketball,1,35,35,2024-02-07,1425
Aaron Morrison,Ahvaz,Sports,Fitness Band,3,90,270,2024-03-09,1426
Deanna Rodriguez,Mashhad,Home Appliances,Air Conditioner,3,2000,6000,2025-04-20,1427
Allison Jones,Tehran,Home Appliances,Microwave,5,220,1100,2025-06-28,1428
Mrs. Isabella Barron,Isfahan,Home Appliances,Vacuum Cleaner,3,300,900,2025-01-17,1429
Nicholas Walker,Ahvaz,Home Appliances,Microwave,1,220,220,2024-03-28,1430
Lawrence Griffin,Qom,Home Appliances,Air Conditioner,5,2000,10000,2024-11-13,1431
Brandon Stein,Tabriz,Electronics,Laptop,1,1200,1200,2025-03-17,1432
Larry Jimenez,Rasht,Home Appliances,Washing Machine,5,1500,7500,2025-12-01,1433
Jennifer Hansen,Tabriz,Home Appliances,Vacuum Cleaner,1,300,300,2025-11-05,1434
Leslie Chase,Isfahan,Electronics,Smart Watch,1,250,250,2025-02-01,1435
Michael Brady,Shiraz,Electronics,Smart Watch,3,250,750,2025-04-12,1436
Franklin Miller,Shiraz,Home Appliances,Refrigerator,3,1800,5400,2025-10-02,1437
Carrie Sanchez,Mashhad,Books,Algorithms,4,70,280,2025-10-15,1438
Wanda Jones,Karaj,Home Appliances,Refrigerator,1,1800,1800,2025-06-12,1439
Joseph Vaughn,Qom,Sports,Running Shoes,3,120,360,2025-01-08,1440
Shannon Steele,Qom,Home Appliances,Microwave,5,220,1100,2024-01-12,1441
Charles Lynch,Kermanshah,Electronics,Tablet,3,500,1500,2024-08-08,1442
James Cooper,Rasht,Electronics,Headphones,5,150,750,2025-07-04,1443
Caleb Cohen,Tehran,Electronics,Tablet,2,500,1000,2025-08-03,1444
Angel Anderson,Qom,Electronics,Smart Watch,5,250,1250,2024-05-20,1445
Holly Powell,Tehran,Electronics,Laptop,1,1200,1200,2024-03-23,1446
Heather Garcia,Ahvaz,Books,Machine Learning,3,80,240,2024-12-16,1447
Sarah Williams,Mashhad,Sports,Tennis Racket,2,180,360,2024-09-01,1448
Melissa Martinez,Mashhad,Electronics,Smartphone,1,800,800,2024-04-27,1449
Christopher Walsh,Isfahan,Books,Algorithms,2,70,140,2024-04-23,1450
Lori Ford,Tehran,Books,Python Programming,4,45,180,2025-01-28,1451
Jose Hunt,Qom,Books,Clean Code,2,55,110,2024-11-11,1452
Elizabeth Forbes,Ahvaz,Sports,Running Shoes,3,120,360,2024-10-03,1453
Zachary Mccarthy,Mashhad,Books,Data Science Handbook,1,60,60,2024-11-23,1454
Kristin Thompson,Mashhad,Electronics,Smart Watch,1,250,250,2025-06-08,1455
Carlos Morris,Shiraz,Home Appliances,Refrigerator,4,1800,7200,2025-07-11,1456
Julie Martin,Tehran,Books,Data Science Handbook,1,60,60,2025-01-04,1457
Vicki Armstrong,Ahvaz,Home Appliances,Refrigerator,4,1800,7200,2025-09-21,1458
Jessica Morales,Rasht,Home Appliances,Washing Machine,1,1500,1500,2025-12-20,1459
David Jackson,Qom,Electronics,Headphones,4,150,600,2025-08-29,1460
William Murray,Isfahan,Sports,Tennis Racket,5,180,900,2025-04-29,1461
James Gonzalez,Tehran,Home Appliances,Air Conditioner,3,2000,6000,2024-01-31,1462
Angela Shepherd,Karaj,Electronics,Smart Watch,1,250,250,2025-01-26,1463
Sonya Tyler,Mashhad,Electronics,Smart Watch,5,250,1250,2024-08-07,1464
Zachary Lopez,Rasht,Books,Data Science Handbook,3,60,180,2025-09-10,1465
Trevor Davis,Tehran,Home Appliances,Vacuum Cleaner,1,300,300,2024-03-18,1466
Cynthia Martinez,Mashhad,Sports,Football,3,30,90,2025-06-30,1467
Rebecca Barrera,Tabriz,Books,Machine Learning,4,80,320,2024-02-11,1468
Michael Pope,Tabriz,Sports,Running Shoes,2,120,240,2025-02-25,1469
Margaret Smith,Mashhad,Books,Algorithms,3,70,210,2024-10-17,1470
John White,Rasht,Sports,Running Shoes,1,120,120,2024-11-26,1471
Jeremiah Williams,Ahvaz,Books,Clean Code,2,55,110,2025-09-05,1472
Phillip Matthews,Mashhad,Home Appliances,Air Conditioner,2,2000,4000,2024-02-24,1473
Sherry Richardson,Isfahan,Electronics,Smartphone,4,800,3200,2025-02-19,1474
Matthew Contreras,Karaj,Books,Clean Code,4,55,220,2025-06-23,1475
Tyler Nielsen MD,Qom,Home Appliances,Washing Machine,4,1500,6000,2025-04-26,1476
Christopher Sullivan,Karaj,Sports,Basketball,4,35,140,2024-03-05,1477
Michael Kane,Tehran,Books,Python Programming,5,45,225,2024-09-17,1478
Fernando Cruz,Tehran,Sports,Football,2,30,60,2024-01-31,1479
James Gross,Qom,Electronics,Headphones,5,150,750,2024-10-06,1480
Jimmy Davis,Rasht,Home Appliances,Air Conditioner,2,2000,4000,2025-11-15,1481
Mrs. Jackie Butler MD,Qom,Electronics,Laptop,5,1200,6000,2025-04-16,1482
Stuart Brady,Tabriz,Sports,Football,2,30,60,2025-12-08,1483
James Lester,Isfahan,Sports,Tennis Racket,5,180,900,2024-01-03,1484
James Hill,Karaj,Electronics,Headphones,5,150,750,2024-09-04,1485
William James,Tabriz,Home Appliances,Air Conditioner,2,2000,4000,2025-02-15,1486
Holly Wright,Karaj,Electronics,Laptop,2,1200,2400,2024-08-24,1487
Mark Hall,Tehran,Sports,Fitness Band,3,90,270,2025-08-24,1488
Joseph Griffith,Qom,Sports,Fitness Band,2,90,180,2024-04-07,1489
Brandon Guerra,Ahvaz,Books,Machine Learning,1,80,80,2025-04-02,1490
Ronnie Thomas,Qom,Sports,Football,3,30,90,2024-03-24,1491
Dominique Harper,Shiraz,Electronics,Smart Watch,1,250,250,2024-12-19,1492
Tyler Sellers,Tehran,Sports,Football,1,30,30,2024-03-12,1493
Michael Freeman,Mashhad,Home Appliances,Air Conditioner,1,2000,2000,2024-09-01,1494
Amy Carroll,Kermanshah,Books,Machine Learning,3,80,240,2024-03-19,1495
Allen Williams,Rasht,Home Appliances,Vacuum Cleaner,5,300,1500,2025-08-28,1496
Susan Smith,Kermanshah,Sports,Football,2,30,60,2024-12-18,1497
Joshua Lewis,Kermanshah,Books,Data Science Handbook,1,60,60,2025-02-24,1498
Ian Williamson,Qom,Sports,Running Shoes,1,120,120,2025-12-24,1499
Penny Brown,Ahvaz,Electronics,Smart Watch,5,250,1250,2025-09-16,1500
Shannon Weber,Qom,Books,Data Science Handbook,1,60,60,2025-07-26,1501
Debra Garza,Qom,Electronics,Smartphone,5,800,4000,2024-04-11,1502
Ashley Gonzalez,Isfahan,Electronics,Headphones,1,150,150,2024-02-01,1503
Anthony Foster,Rasht,Home Appliances,Air Conditioner,3,2000,6000,2024-10-09,1504
Valerie Chandler,Mashhad,Books,Clean Code,2,55,110,2024-02-23,1505
John Zuniga,Mashhad,Home Appliances,Washing Machine,4,1500,6000,2025-06-29,1506
Cynthia Figueroa,Isfahan,Electronics,Tablet,2,500,1000,2025-06-10,1507
Alexander Blankenship,Mashhad,Books,Data Science Handbook,1,60,60,2025-12-17,1508
Alexander Robertson,Qom,Sports,Basketball,3,35,105,2024-10-17,1509
Michael Williams,Ahvaz,Sports,Football,4,30,120,2025-11-01,1510
David Bailey,Qom,Books,Python Programming,1,45,45,2024-04-26,1511
Matthew Gray,Karaj,Home Appliances,Refrigerator,3,1800,5400,2025-07-02,1512
Katherine Jacobson,Mashhad,Electronics,Smartphone,1,800,800,2025-09-22,1513
Alan Brown,Rasht,Sports,Running Shoes,1,120,120,2024-04-30,1514
Zachary Hood,Shiraz,Books,Python Programming,3,45,135,2025-07-04,1515
Patricia Caldwell,Ahvaz,Books,Algorithms,4,70,280,2025-05-27,1516
Aaron Davis,Mashhad,Sports,Football,2,30,60,2024-11-23,1517
Maria Jimenez,Qom,Electronics,Tablet,1,500,500,2024-03-12,1518
Stacey Grant,Tabriz,Books,Clean Code,4,55,220,2025-11-30,1519
Jessica Johnson,Isfahan,Books,Data Science Handbook,5,60,300,2024-07-14,1520
Anthony Dixon,Mashhad,Home Appliances,Refrigerator,3,1800,5400,2024-07-03,1521
Sue Smith,Qom,Home Appliances,Microwave,3,220,660,2025-02-10,1522
Mary Harrison,Karaj,Books,Data Science Handbook,4,60,240,2025-09-20,1523
Katherine Brown,Mashhad,Sports,Basketball,5,35,175,2024-10-27,1524
Kimberly Walker,Shiraz,Books,Data Science Handbook,2,60,120,2024-07-29,1525
Jonathan Atkins,Ahvaz,Electronics,Tablet,2,500,1000,2025-03-21,1526
Samantha Davis,Tabriz,Sports,Fitness Band,1,90,90,2024-06-27,1527
Margaret Murphy,Shiraz,Electronics,Smart Watch,1,250,250,2024-11-23,1528
Jacob Shaw,Mashhad,Electronics,Smartphone,2,800,1600,2025-02-03,1529
Diana Walker,Tabriz,Sports,Fitness Band,3,90,270,2024-05-06,1530
John Palmer,Kermanshah,Sports,Basketball,2,35,70,2024-09-18,1531
Nicole Thomas,Tabriz,Books,Algorithms,5,70,350,2025-08-31,1532
Megan Martin,Qom,Home Appliances,Vacuum Cleaner,2,300,600,2024-11-09,1533
Robert Ford,Qom,Books,Data Science Handbook,3,60,180,2025-10-05,1534
Jerry Caldwell,Qom,Books,Clean Code,4,55,220,2025-06-24,1535
Rachel Bright,Qom,Sports,Tennis Racket,1,180,180,2024-09-30,1536
Eric Walker,Ahvaz,Sports,Football,4,30,120,2025-09-26,1537
Stephanie Clark,Qom,Sports,Running Shoes,2,120,240,2025-05-03,1538
Levi Oliver,Shiraz,Books,Clean Code,1,55,55,2025-09-18,1539
David Miller,Ahvaz,Books,Algorithms,1,70,70,2024-01-11,1540
Rachel Terrell,Tehran,Books,Data Science Handbook,5,60,300,2024-06-12,1541
Hector Johnson,Tehran,Electronics,Smart Watch,3,250,750,2025-09-05,1542
Gary Nelson,Mashhad,Electronics,Smartphone,3,800,2400,2024-11-08,1543
Brandy Bennett,Karaj,Home Appliances,Microwave,1,220,220,2025-02-04,1544
Carol Murray,Rasht,Electronics,Tablet,1,500,500,2024-09-11,1545
Cody Adams,Kermanshah,Electronics,Laptop,2,1200,2400,2025-05-13,1546
Michele White,Rasht,Sports,Basketball,2,35,70,2025-02-03,1547
Roberto Hood,Ahvaz,Home Appliances,Washing Machine,2,1500,3000,2024-08-28,1548
Brandon Ward,Karaj,Electronics,Headphones,4,150,600,2025-09-24,1549
Jennifer Salazar,Tehran,Books,Clean Code,3,55,165,2025-12-14,1550
James Jimenez,Rasht,Electronics,Laptop,3,1200,3600,2024-01-11,1551
Ronald Cain,Karaj,Electronics,Smart Watch,2,250,500,2025-07-04,1552
Debbie Hamilton,Rasht,Home Appliances,Washing Machine,1,1500,1500,2024-11-22,1553
Steven Williams,Tabriz,Electronics,Smartphone,3,800,2400,2024-03-31,1554
Anthony Sherman,Isfahan,Electronics,Headphones,4,150,600,2025-02-14,1555
Robert Green,Isfahan,Electronics,Laptop,1,1200,1200,2024-09-09,1556
Martin Scott,Shiraz,Sports,Running Shoes,1,120,120,2024-08-26,1557
Scott Gay,Tehran,Home Appliances,Refrigerator,4,1800,7200,2024-09-09,1558
Micheal Graham,Shiraz,Books,Data Science Handbook,1,60,60,2024-05-18,1559
Alan Cole DDS,Isfahan,Electronics,Laptop,5,1200,6000,2025-03-15,1560
Andrew Morrow,Kermanshah,Home Appliances,Vacuum Cleaner,1,300,300,2024-02-09,1561
Mark Burgess,Tehran,Home Appliances,Microwave,4,220,880,2024-04-16,1562
Justin Curry,Ahvaz,Books,Clean Code,5,55,275,2024-11-23,1563
Cassandra Goodman,Tehran,Electronics,Tablet,3,500,1500,2025-06-16,1564
Nathan Smith,Karaj,Electronics,Headphones,3,150,450,2025-04-25,1565
Courtney Thompson,Tabriz,Electronics,Laptop,3,1200,3600,2024-08-11,1566
Michelle Li,Isfahan,Books,Algorithms,5,70,350,2024-02-06,1567
Steven Bailey,Qom,Books,Data Science Handbook,4,60,240,2025-03-26,1568
Rachel Harris,Karaj,Home Appliances,Microwave,2,220,440,2024-10-05,1569
Angela Harper,Isfahan,Sports,Fitness Band,3,90,270,2024-02-23,1570
James Arias,Kermanshah,Home Appliances,Microwave,5,220,1100,2024-05-17,1571
Joel Palmer,Isfahan,Electronics,Laptop,2,1200,2400,2024-03-17,1572
Dana Watkins,Ahvaz,Home Appliances,Air Conditioner,1,2000,2000,2024-11-17,1573
Jasmine Mosley,Shiraz,Home Appliances,Microwave,3,220,660,2025-03-24,1574
Denise Jennings,Kermanshah,Home Appliances,Washing Machine,4,1500,6000,2025-06-27,1575
Darrell Thomas,Tabriz,Books,Algorithms,5,70,350,2025-05-20,1576
Robert Johnston,Isfahan,Books,Algorithms,3,70,210,2024-01-15,1577
Sandra Romero,Mashhad,Home Appliances,Refrigerator,4,1800,7200,2025-07-26,1578
Patrick Roberts,Tehran,Sports,Tennis Racket,4,180,720,2025-04-10,1579
Christine Graves,Qom,Books,Algorithms,4,70,280,2024-08-06,1580
Michael Davis,Tabriz,Home Appliances,Microwave,1,220,220,2025-03-05,1581
Melanie Davis,Shiraz,Home Appliances,Vacuum Cleaner,3,300,900,2024-06-06,1582
Cindy Armstrong,Tabriz,Books,Data Science Handbook,2,60,120,2024-01-03,1583
Dr. Hailey Jimenez,Kermanshah,Books,Data Science Handbook,5,60,300,2025-07-16,1584
Lynn Duarte,Isfahan,Books,Clean Code,3,55,165,2025-07-20,1585
Margaret Gilmore,Isfahan,Sports,Tennis Racket,1,180,180,2024-07-29,1586
Monique Roberts,Kermanshah,Electronics,Headphones,1,150,150,2025-08-04,1587
David Luna,Tabriz,Books,Data Science Handbook,5,60,300,2024-04-06,1588
Margaret Frazier,Kermanshah,Electronics,Laptop,5,1200,6000,2024-07-01,1589
Sharon Wang,Shiraz,Sports,Football,5,30,150,2024-09-19,1590
Samantha Choi,Isfahan,Home Appliances,Washing Machine,1,1500,1500,2025-01-04,1591
Michael Jacobs,Tabriz,Home Appliances,Microwave,1,220,220,2024-03-29,1592
Jerry Johnson,Mashhad,Electronics,Laptop,2,1200,2400,2025-10-08,1593
Rodney Gonzalez,Shiraz,Home Appliances,Air Conditioner,5,2000,10000,2024-12-07,1594
Daniel Hansen,Kermanshah,Home Appliances,Microwave,1,220,220,2024-07-15,1595
Stacie Powell,Rasht,Home Appliances,Refrigerator,5,1800,9000,2024-03-10,1596
Carol Thomas,Karaj,Sports,Basketball,4,35,140,2025-09-08,1597
Emily Wright,Shiraz,Sports,Running Shoes,1,120,120,2025-08-10,1598
Lauren Miller,Tehran,Books,Python Programming,1,45,45,2024-01-26,1599
Charles Shaw,Mashhad,Sports,Tennis Racket,4,180,720,2024-01-11,1600
Bryan Olsen,Mashhad,Home Appliances,Vacuum Cleaner,2,300,600,2024-03-10,1601
Timothy Thompson,Kermanshah,Books,Data Science Handbook,5,60,300,2025-06-24,1602
Kenneth Watkins,Ahvaz,Sports,Fitness Band,1,90,90,2025-09-17,1603
Lisa Moore,Kermanshah,Home Appliances,Vacuum Cleaner,1,300,300,2024-03-03,1604
Patricia Lopez,Tabriz,Home Appliances,Vacuum Cleaner,2,300,600,2024-03-03,1605
Anna Mendoza,Tehran,Books,Python Programming,2,45,90,2025-09-19,1606
Taylor Turner,Kermanshah,Electronics,Headphones,1,150,150,2024-08-20,1607
Mary Rush,Kermanshah,Electronics,Smart Watch,5,250,1250,2025-08-07,1608
Amanda Williamson,Tehran,Sports,Tennis Racket,2,180,360,2025-11-06,1609
Peter Miller,Rasht,Books,Clean Code,2,55,110,2024-10-19,1610
Jonathan Martinez,Tehran,Home Appliances,Microwave,2,220,440,2025-03-21,1611
Yesenia Stewart,Shiraz,Sports,Fitness Band,5,90,450,2024-08-24,1612
Karen Kirby,Rasht,Sports,Basketball,4,35,140,2025-12-25,1613
Patrick Harris,Kermanshah,Home Appliances,Air Conditioner,2,2000,4000,2024-10-25,1614
Jacob Martinez,Tehran,Books,Python Programming,1,45,45,2025-10-30,1615
Nichole Sanders,Tabriz,Electronics,Smart Watch,3,250,750,2025-01-05,1616
Emily Brown,Rasht,Home Appliances,Air Conditioner,5,2000,10000,2024-02-17,1617
Zachary Smith,Ahvaz,Books,Clean Code,5,55,275,2024-08-27,1618
Marcus White,Kermanshah,Sports,Running Shoes,3,120,360,2025-02-03,1619
Glenda Jackson,Kermanshah,Electronics,Smart Watch,1,250,250,2024-10-13,1620
Thomas Hicks,Tehran,Home Appliances,Refrigerator,5,1800,9000,2024-10-25,1621
Rachel Harris,Karaj,Books,Machine Learning,2,80,160,2025-10-23,1622
Stephanie Garrison,Qom,Books,Machine Learning,3,80,240,2025-07-02,1623
Stephanie Wright,Rasht,Electronics,Smart Watch,1,250,250,2025-06-26,1624
Nicholas Craig,Qom,Electronics,Smartphone,3,800,2400,2025-06-27,1625
Cynthia Rivers,Karaj,Electronics,Headphones,5,150,750,2024-07-14,1626
Joann Stanley,Mashhad,Books,Algorithms,2,70,140,2024-04-27,1627
Christopher Morrison,Tehran,Electronics,Headphones,3,150,450,2024-01-25,1628
Jordan Rodriguez,Kermanshah,Electronics,Smartphone,1,800,800,2025-08-18,1629
Andrew Baker,Ahvaz,Electronics,Laptop,4,1200,4800,2025-09-15,1630
Laura Parker MD,Mashhad,Books,Data Science Handbook,2,60,120,2025-07-04,1631
John Fisher,Ahvaz,Books,Python Programming,2,45,90,2025-07-12,1632
John Murray,Ahvaz,Books,Data Science Handbook,1,60,60,2024-09-08,1633
Michelle Walsh,Mashhad,Sports,Tennis Racket,5,180,900,2024-05-13,1634
Alexander Thomas,Tabriz,Home Appliances,Air Conditioner,4,2000,8000,2024-10-08,1635
Debbie Ramirez,Isfahan,Electronics,Laptop,2,1200,2400,2025-11-26,1636
