customer_name,city,category,product,quantity,unit_price,total_price,order_date,order_id
Jordan Hunter,Ahvaz,Sports,Tennis Racket,2,180.0,360.0,2024-04-04,2827
Pedro Pierce,Mashhad,Sports,Football,3,30.0,90.0,2024-04-04,9070
Dr. Michael George,Tehran,Electronics,Laptop,3,1200.0,3600.0,2024-04-04,5612
Melissa Mccarthy,Shiraz,Electronics,Laptop,5,1200.0,6000.0,2024-04-04,6307
Jason Washington,Mashhad,Books,Machine Learning,1,80.0,80.0,2024-04-04,2610
Stacy Rivera,Isfahan,Books,Algorithms,4,70.0,280.0,2024-04-05,8871
Mr. William Bright,Mashhad,Books,Algorithms,2,70.0,140.0,2024-04-05,6390
Edwin Carey,Rasht,Electronics,Smartphone,5,800.0,4000.0,2024-04-05,5791
Jessica Gonzales,Shiraz,Electronics,Tablet,5,500.0,2500.0,2024-04-05,4667
Michael Brown,Shiraz,Electronics,Headphones,2,150.0,300.0,2024-04-05,917
Randy Martin,Isfahan,Home Appliances,Vacuum Cleaner,2,300.0,600.0,2024-04-05,3332
Jennifer Ford,Ahvaz,Home Appliances,Vacuum Cleaner,5,300.0,1500.0,2024-04-05,6028
Kristin Hernandez,Shiraz,Books,Clean Code,2,55.0,110.0,2024-04-05,1262
Hayden Velasquez,Rasht,Sports,Football,4,30.0,120.0,2024-04-05,357
Kayla Lee,Rasht,Books,Machine Learning,1,80.0,80.0,2024-04-05,6933
Jennifer Cox,Isfahan,Books,Clean Code,5,55.0,275.0,2024-04-05,815
Chelsea Brooks,Rasht,Books,Data Science Handbook,2,60.0,120.0,2024-04-05,4896
William Rocha,Qom,Home Appliances,Air Conditioner,1,2000.0,2000.0,2024-04-06,2441
Bryan Diaz,Tabriz,Books,Machine Learning,3,80.0,240.0,2024-04-06,7784
Paul Weeks,Kermanshah,Home Appliances,Vacuum Cleaner,4,300.0,1200.0,2024-04-06,9642
Calvin Holmes,Tehran,Home Appliances,Refrigerator,3,1800.0,5400.0,2024-04-06,921
Melissa Stephenson,Isfahan,Sports,Football,5,30.0,150.0,2024-04-06,6287
Chelsea Harris,Karaj,Home Appliances,Vacuum Cleaner,1,300.0,300.0,2024-04-06,2393
Samuel Blackwell,Tabriz,Electronics,Tablet,5,500.0,2500.0,2024-04-06,1103
David Luna,Tabriz,Books,Data Science Handbook,5,60.0,300.0,2024-04-06,1588
Jonathan Little,Rasht,Sports,Tennis Racket,1,180.0,180.0,2024-04-06,539
Bobby Hurley,Isfahan,Sports,Basketball,3,35.0,105.0,2024-04-06,8498
David Flores,Qom,Books,Machine Learning,1,80.0,80.0,2024-04-06,9978
Lisa Weaver,Rasht,Sports,Football,3,30.0,90.0,2024-04-06,5728
Shannon Brown,Isfahan,Books,Clean Code,3,55.0,165.0,2024-04-06,529
Erika Diaz,Qom,Electronics,Tablet,2,500.0,1000.0,2024-04-07,7589
Juan Flores,Qom,Electronics,Laptop,3,1200.0,3600.0,2024-04-07,1308
Susan Wu,Tehran,Electronics,Smartphone,5,800.0,4000.0,2024-04-07,3510
Dustin Burns,Tehran,Sports,Running Shoes,3,120.0,360.0,2024-04-07,5345
Joseph Marshall,Kermanshah,Home Appliances,Vacuum Cleaner,3,300.0,900.0,2024-04-07,4248
Julie Ward,Shiraz,Home Appliances,Microwave,2,220.0,440.0,2024-04-07,2167
Rachel Davis MD,Kermanshah,Sports,Fitness Band,2,90.0,180.0,2024-04-07,5928
Ana Summers,Tabriz,Sports,Tennis Racket,1,180.0,180.0,2024-04-07,7188
Penny Lane,Tabriz,Home Appliances,Refrigerator,4,1800.0,7200.0,2024-04-07,7520
Brian Robertson,Ahvaz,Books,Python Programming,1,45.0,45.0,2024-04-07,4664
Julie Jones,Ahvaz,Home Appliances,Vacuum Cleaner,4,300.0,1200.0,2024-04-07,2645
Joseph Griffith,Qom,Sports,Fitness Band,2,90.0,180.0,2024-04-07,1489
Jennifer Mcmahon,Mashhad,Books,Clean Code,2,55.0,110.0,2024-04-07,510
Brandon Williams,Isfahan,Home Appliances,Vacuum Cleaner,2,300.0,600.0,2024-04-07,9172
Felicia Frazier,Qom,Electronics,Headphones,1,150.0,150.0,2024-04-07,5593
George Gregory,Tabriz,Electronics,Smart Watch,5,250.0,1250.0,2024-04-07,8130
Tracy Sawyer DDS,Qom,Home Appliances,Microwave,2,220.0,440.0,2024-04-07,7517
Jordan Evans,Shiraz,Books,Python Programming,2,45.0,90.0,2024-04-08,8522
Mrs. Haley Johnson,Kermanshah,Books,Python Programming,1,45.0,45.0,2024-04-08,8697
Geoffrey Watson,Ahvaz,Sports,Tennis Racket,4,180.0,720.0,2024-04-08,169
Andrew Roberson,Shiraz,Books,Algorithms,5,70.0,350.0,2024-04-08,2609
John Schwartz,Mashhad,Home Appliances,Refrigerator,2,1800.0,3600.0,2024-04-08,5167
Kelly Dorsey,Qom,Sports,Running Shoes,4,120.0,480.0,2024-04-08,1057
Joseph Medina,Isfahan,Electronics,Tablet,5,500.0,2500.0,2024-04-08,803
Caitlin Carter,Rasht,Electronics,Smartphone,3,800.0,2400.0,2024-04-08,9614
Jeanette Lopez,Shiraz,Home Appliances,Washing Machine,2,1500.0,3000.0,2024-04-08,7863
Sean Rodriguez,Tehran,Sports,Running Shoes,1,120.0,120.0,2024-04-08,1888
John Martinez,Tehran,Home Appliances,Air Conditioner,5,2000.0,10000.0,2024-04-08,8395
Diana Johnson,Tehran,Books,Python Programming,3,45.0,135.0,2024-04-09,6916
Maureen Hughes,Tabriz,Sports,Football,2,30.0,60.0,2024-04-09,4594
Paul Hancock,Isfahan,Sports,Basketball,4,35.0,140.0,2024-04-09,2225
Craig Peterson,Qom,Home Appliances,Microwave,3,220.0,660.0,2024-04-09,7018
William Ortiz,Shiraz,Books,Algorithms,1,70.0,70.0,2024-04-09,873
Jacqueline Thornton,Isfahan,Books,Machine Learning,5,80.0,400.0,2024-04-09,5340
Patrick Walker,Tehran,Electronics,Smart Watch,3,250.0,750.0,2024-04-09,9970
Pamela Evans,Rasht,Books,Python Programming,3,45.0,135.0,2024-04-09,7408
Angela Hahn,Qom,Home Appliances,Vacuum Cleaner,5,300.0,1500.0,2024-04-09,5328
Brian Oneill,Qom,Home Appliances,Microwave,3,220.0,660.0,2024-04-09,7902
Katherine Romero,Tabriz,Electronics,Smartphone,3,800.0,2400.0,2024-04-09,3493
Richard Pennington,Mashhad,Electronics,Headphones,5,150.0,750.0,2024-04-09,5694
Autumn Watson,Shiraz,Books,Machine Learning,3,80.0,240.0,2024-04-09,1660
Aaron Walton,Mashhad,Electronics,Headphones,4,150.0,600.0,2024-04-09,5402
Robert Bennett,Kermanshah,Home Appliances,Washing Machine,3,1500.0,4500.0,2024-04-09,5041
Alejandro Roberts,Karaj,Books,Clean Code,5,55.0,275.0,2024-04-09,8062
Julie Franklin,Tehran,Home Appliances,Washing Machine,3,1500.0,4500.0,2024-04-10,2173
Ricky Reed,Kermanshah,Home Appliances,Air Conditioner,1,2000.0,2000.0,2024-04-10,2705
Ariel Faulkner,Ahvaz,Books,Python Programming,5,45.0,225.0,2024-04-10,8779
David Schmidt,Kermanshah,Books,Data Science Handbook,2,60.0,120.0,2024-04-10,8704
Patricia Price,Mashhad,Home Appliances,Air Conditioner,4,2000.0,8000.0,2024-04-10,295
Susan Owens,Shiraz,Sports,Running Shoes,1,120.0,120.0,2024-04-10,7111
Laura Cannon,Karaj,Sports,Fitness Band,4,90.0,360.0,2024-04-10,7356
Gabrielle Johnson,Rasht,Home Appliances,Vacuum Cleaner,1,300.0,300.0,2024-04-10,7119
Debra Garza,Qom,Electronics,Smartphone,5,800.0,4000.0,2024-04-11,1502
Jordan Bailey,Mashhad,Books,Machine Learning,1,80.0,80.0,2024-04-11,248
Steven Harris,Kermanshah,Sports,Tennis Racket,1,180.0,180.0,2024-04-11,9211
Connie Johnson,Isfahan,Books,Data Science Handbook,2,60.0,120.0,2024-04-11,2898
Daniel Combs,Rasht,Home Appliances,Vacuum Cleaner,1,300.0,300.0,2024-04-11,5457
Alyssa Williams,Rasht,Home Appliances,Air Conditioner,3,2000.0,6000.0,2024-04-11,4105
Mrs. Briana Smith PhD,Tehran,Books,Data Science Handbook,3,60.0,180.0,2024-04-11,9674
Frederick Chan,Kermanshah,Sports,Running Shoes,2,120.0,240.0,2024-04-11,548
Cory Eaton,Tabriz,Books,Python Programming,3,45.0,135.0,2024-04-11,3829
Laurie Charles,Tehran,Home Appliances,Microwave,2,220.0,440.0,2024-04-11,961
Amy Joyce,Isfahan,Home Appliances,Air Conditioner,5,2000.0,10000.0,2024-04-11,9201
Jennifer Wood,Shiraz,Home Appliances,Washing Machine,5,1500.0,7500.0,2024-04-11,6308
Stacy Powell,Isfahan,Electronics,Headphones,4,150.0,600.0,2024-04-11,1011
Michael Bailey,Tabriz,Home Appliances,Refrigerator,4,1800.0,7200.0,2024-04-11,2032
Jaime Ramirez,Shiraz,Home Appliances,Microwave,3,220.0,660.0,2024-04-12,8121
Gary Wilson,Shiraz,Sports,Football,5,30.0,150.0,2024-04-12,1172
Paul Moore,Karaj,Electronics,Headphones,4,150.0,600.0,2024-04-12,181
Renee Davis,Kermanshah,Sports,Running Shoes,1,120.0,120.0,2024-04-12,9974
Antonio Morgan,Tabriz,Electronics,Tablet,5,500.0,2500.0,2024-04-12,5444
Riley Martin,Qom,Home Appliances,Air Conditioner,4,2000.0,8000.0,2024-04-12,8978
Christina Andrews,Tehran,Electronics,Tablet,2,500.0,1000.0,2024-04-12,6654
Rebecca Garcia,Mashhad,Sports,Fitness Band,4,90.0,360.0,2024-04-13,9715
Crystal Reese,Tabriz,Sports,Football,3,30.0,90.0,2024-04-13,3027
Troy Fischer,Tehran,Electronics,Smart Watch,3,250.0,750.0,2024-04-13,1981
Valerie Nguyen,Ahvaz,Home Appliances,Microwave,4,220.0,880.0,2024-04-13,9567
David Peterson,Shiraz,Sports,Football,2,30.0,60.0,2024-04-13,3487
Cheryl Kim,Mashhad,Home Appliances,Refrigerator,4,1800.0,7200.0,2024-04-13,7106
Michael Hampton,Qom,Books,Python Programming,4,45.0,180.0,2024-04-13,3264
Thomas Bryant,Karaj,Books,Clean Code,3,55.0,165.0,2024-04-13,5462
Joseph Bennett,Ahvaz,Home Appliances,Microwave,1,220.0,220.0,2024-04-13,568
John Donovan,Isfahan,Home Appliances,Vacuum Cleaner,1,300.0,300.0,2024-04-13,2853
Samantha Rowe,Rasht,Books,Python Programming,2,45.0,90.0,2024-04-13,2301
Susan Ray,Rasht,Books,Python Programming,5,45.0,225.0,2024-04-13,6012
Brianna Ross,Shiraz,Books,Clean Code,5,55.0,275.0,2024-04-14,4966
Brenda Small,Karaj,Home Appliances,Vacuum Cleaner,4,300.0,1200.0,2024-04-14,1688
Jennifer Allen,Rasht,Electronics,Smartphone,4,800.0,3200.0,2024-04-14,9680
Victoria Ortiz,Tabriz,Sports,Running Shoes,4,120.0,480.0,2024-04-14,522
Kelly Williams,Karaj,Electronics,Laptop,3,1200.0,3600.0,2024-04-14,5645
Brent Lopez,Karaj,Sports,Football,5,30.0,150.0,2024-04-14,155
Patrick Taylor,Mashhad,Home Appliances,Microwave,5,220.0,1100.0,2024-04-14,6306
Catherine Turner,Shiraz,Books,Clean Code,2,55.0,110.0,2024-04-14,9122
Susan Coleman,Mashhad,Home Appliances,Air Conditioner,4,2000.0,8000.0,2024-04-15,3134
Anna Mccullough,Shiraz,Home Appliances,Refrigerator,4,1800.0,7200.0,2024-04-15,4534
Thomas Wall,Tabriz,Books,Algorithms,1,70.0,70.0,2024-04-15,3946
Corey Woods,Tehran,Electronics,Laptop,3,1200.0,3600.0,2024-04-15,5639
Dustin Padilla,Isfahan,Electronics,Tablet,3,500.0,1500.0,2024-04-15,7402
Tiffany Campbell,Kermanshah,Books,Clean Code,5,55.0,275.0,2024-04-15,3693
Eric Lopez,Kermanshah,Electronics,Tablet,1,500.0,500.0,2024-04-15,6354
Stephen Anderson,Qom,Books,Python Programming,4,45.0,180.0,2024-04-15,8635
Mark Johnson,Tehran,Books,Python Programming,4,45.0,180.0,2024-04-15,6757
Michelle Walton,Kermanshah,Books,Data Science Handbook,1,60.0,60.0,2024-04-15,9121
Felicia Johnson,Ahvaz,Books,Python Programming,5,45.0,225.0,2024-04-16,4400
Justin Avila,Tehran,Electronics,Laptop,4,1200.0,4800.0,2024-04-16,3354
Zachary Cuevas DDS,Isfahan,Home Appliances,Refrigerator,5,1800.0,9000.0,2024-04-16,3474
Mary Carr,Rasht,Electronics,Laptop,4,1200.0,4800.0,2024-04-16,774
Tracy Luna,Kermanshah,Home Appliances,Microwave,2,220.0,440.0,2024-04-16,2506
Richard Thornton,Rasht,Electronics,Laptop,2,1200.0,2400.0,2024-04-16,5348
Joseph Hodges,Qom,Sports,Running Shoes,5,120.0,600.0,2024-04-16,8093
Clarence Morgan,Ahvaz,Sports,Football,4,30.0,120.0,2024-04-16,2693
Traci Nguyen,Mashhad,Sports,Fitness Band,3,90.0,270.0,2024-04-16,6021
Shawn Barrett,Tabriz,Home Appliances,Microwave,4,220.0,880.0,2024-04-16,8083
Mark Burgess,Tehran,Home Appliances,Microwave,4,220.0,880.0,2024-04-16,1562
Debra Johnson,Qom,Electronics,Laptop,4,1200.0,4800.0,2024-04-17,3052
Sarah Taylor,Qom,Books,Algorithms,4,70.0,280.0,2024-04-17,8760
Adam Pace,Ahvaz,Sports,Running Shoes,5,120.0,600.0,2024-04-17,6424
Sarah Perez,Tehran,Books,Python Programming,5,45.0,225.0,2024-04-17,79
William Williams,Tehran,Electronics,Headphones,3,150.0,450.0,2024-04-17,1838
Kevin Yoder,Rasht,Books,Machine Learning,1,80.0,80.0,2024-04-17,2606
Colin Christian,Rasht,Electronics,Headphones,1,150.0,150.0,2024-04-17,2542
Mark Wilson,Karaj,Home Appliances,Refrigerator,2,1800.0,3600.0,2024-04-17,2826
Becky Carroll,Ahvaz,Books,Machine Learning,4,80.0,320.0,2024-04-17,4714
Lisa Herman,Tabriz,Sports,Running Shoes,1,120.0,120.0,2024-04-17,6955
Tiffany Ortega,Rasht,Home Appliances,Air Conditioner,5,2000.0,10000.0,2024-04-17,8315
Alexis Dunn,Karaj,Electronics,Headphones,1,150.0,150.0,2024-04-17,7121
Peter Patterson,Kermanshah,Electronics,Laptop,5,1200.0,6000.0,2024-04-17,4557
Karen Jones,Tabriz,Home Appliances,Washing Machine,3,1500.0,4500.0,2024-04-17,7271
Antonio Dunn,Mashhad,Sports,Football,4,30.0,120.0,2024-04-17,7749
David Watts,Tabriz,Sports,Tennis Racket,3,180.0,540.0,2024-04-17,8597
Rose Nguyen,Shiraz,Books,Machine Learning,5,80.0,400.0,2024-04-17,2362
Jessica May PhD,Mashhad,Electronics,Smartphone,4,800.0,3200.0,2024-04-17,6289
Robert Hoffman,Tehran,Electronics,Smart Watch,5,250.0,1250.0,2024-04-18,1359
Jason Martin,Tabriz,Sports,Fitness Band,1,90.0,90.0,2024-04-18,4438
Ryan Price,Karaj,Sports,Basketball,2,35.0,70.0,2024-04-18,7139
Jamie Brooks,Mashhad,Books,Clean Code,5,55.0,275.0,2024-04-18,2206
Jonathan Roy,Tabriz,Home Appliances,Washing Machine,1,1500.0,1500.0,2024-04-18,3664
Ronald Perez,Shiraz,Electronics,Headphones,1,150.0,150.0,2024-04-18,5584
Steven Davis,Mashhad,Sports,Basketball,5,35.0,175.0,2024-04-18,6942
Joseph Diaz,Kermanshah,Electronics,Laptop,5,1200.0,6000.0,2024-04-18,9473
Donald Wagner,Isfahan,Books,Machine Learning,1,80.0,80.0,2024-04-18,3023
Angel Clark,Karaj,Books,Clean Code,3,55.0,165.0,2024-04-18,4680
Kelly Newman,Mashhad,Books,Clean Code,1,55.0,55.0,2024-04-19,2957
Ashley Hurley,Qom,Home Appliances,Washing Machine,2,1500.0,3000.0,2024-04-19,3511
Kathryn Tucker,Rasht,Electronics,Smartphone,5,800.0,4000.0,2024-04-19,1666
James Little,Mashhad,Sports,Tennis Racket,3,180.0,540.0,2024-04-19,6351
Theresa Wong,Isfahan,Home Appliances,Microwave,4,220.0,880.0,2024-04-19,829
Lance Wilson,Shiraz,Electronics,Smart Watch,3,250.0,750.0,2024-04-19,4719
Leroy Sheppard,Tehran,Books,Algorithms,2,70.0,140.0,2024-04-19,437
Wendy Tucker,Rasht,Books,Data Science Handbook,5,60.0,300.0,2024-04-19,3720
Hannah Alvarado,Mashhad,Sports,Basketball,4,35.0,140.0,2024-04-19,6110
Amy Holland,Mashhad,Home Appliances,Refrigerator,1,1800.0,1800.0,2024-04-19,405
Amanda Schroeder,Kermanshah,Sports,Basketball,5,35.0,175.0,2024-04-19,3312
Kevin Matthews,Shiraz,Sports,Fitness Band,5,90.0,450.0,2024-04-19,5900
Nancy White,Rasht,Sports,Running Shoes,5,120.0,600.0,2024-04-19,6016
Melanie Smith,Ahvaz,Sports,Football,4,30.0,120.0,2024-04-19,4777
Deborah Brown,Kermanshah,Electronics,Smartphone,3,800.0,2400.0,2024-04-20,5659
Wendy Clark,Tehran,Electronics,Laptop,1,1200.0,1200.0,2024-04-20,5120
Tracy Bush,Shiraz,Electronics,Tablet,4,500.0,2000.0,2024-04-20,7333
Richard Campbell,Rasht,Sports,Tennis Racket,3,180.0,540.0,2024-04-20,2302
Donald Carroll,Tehran,Electronics,Smart Watch,3,250.0,750.0,2024-04-20,8177
Casey Pearson,Mashhad,Sports,Fitness Band,2,90.0,180.0,2024-04-20,8180
Michael Mack,Ahvaz,Sports,Basketball,4,35.0,140.0,2024-04-20,172
Carolyn Adams,Kermanshah,Books,Algorithms,2,70.0,140.0,2024-04-20,6178
Christopher Stanley,Kermanshah,Electronics,Smartphone,4,800.0,3200.0,2024-04-20,9452
George Gray MD,Shiraz,Books,Python Programming,1,45.0,45.0,2024-04-20,1042
Amy Gonzales,Kermanshah,Sports,Tennis Racket,4,180.0,720.0,2024-04-21,2544
Anna Jones,Mashhad,Books,Data Science Handbook,5,60.0,300.0,2024-04-21,4737
Sandra Potts,Qom,Electronics,Smart Watch,4,250.0,1000.0,2024-04-21,5237
Sophia Mcgee,Isfahan,Sports,Football,3,30.0,90.0,2024-04-21,977
Mary Walters,Mashhad,Books,Algorithms,1,70.0,70.0,2024-04-21,9463
Carolyn Brown,Tehran,Home Appliances,Vacuum Cleaner,3,300.0,900.0,2024-04-21,4422
Dennis Parker,Mashhad,Sports,Fitness Band,4,90.0,360.0,2024-04-21,1705
Candace Manning,Shiraz,Home Appliances,Vacuum Cleaner,5,300.0,1500.0,2024-04-21,9852
Zachary Delgado,Mashhad,Electronics,Tablet,4,500.0,2000.0,2024-04-21,4822
Clayton Marshall,Mashhad,Home Appliances,Microwave,1,220.0,220.0,2024-04-21,6865
Ashley Harris,Isfahan,Electronics,Laptop,2,1200.0,2400.0,2024-04-21,3197
Ricardo Young,Tehran,Electronics,Tablet,5,500.0,2500.0,2024-04-21,7081
Alicia Blackwell,Shiraz,Books,Python Programming,5,45.0,225.0,2024-04-21,3103
Kim Barrett,Karaj,Books,Python Programming,1,45.0,45.0,2024-04-21,9808
Amanda Phelps,Tehran,Sports,Fitness Band,5,90.0,450.0,2024-04-22,7461
Brian Clark,Isfahan,Books,Machine Learning,2,80.0,160.0,2024-04-22,9420
Jackie Snow,Tehran,Electronics,Smartphone,2,800.0,1600.0,2024-04-22,5954
Shannon Foster,Qom,Home Appliances,Microwave,5,220.0,1100.0,2024-04-22,9928
Angela Ibarra,Mashhad,Home Appliances,Air Conditioner,5,2000.0,10000.0,2024-04-22,9399
Ashley Hill,Tehran,Sports,Basketball,4,35.0,140.0,2024-04-22,6848
Gabriel Gomez,Tehran,Books,Machine Learning,5,80.0,400.0,2024-04-22,5583
Russell Reeves,Karaj,Electronics,Headphones,3,150.0,450.0,2024-04-22,2014
Matthew Chavez,Rasht,Sports,Basketball,3,35.0,105.0,2024-04-22,175
Cynthia Simpson,Isfahan,Books,Data Science Handbook,2,60.0,120.0,2024-04-22,3241
Cheryl Hurley,Ahvaz,Electronics,Tablet,3,500.0,1500.0,2024-04-22,9552
Nancy Mcgee,Qom,Sports,Fitness Band,2,90.0,180.0,2024-04-22,8372
Matthew Howard,Kermanshah,Electronics,Smart Watch,3,250.0,750.0,2024-04-22,8842
Amy Erickson,Kermanshah,Books,Data Science Handbook,4,60.0,240.0,2024-04-22,8060
Sandra Munoz,Tabriz,Books,Machine Learning,3,80.0,240.0,2024-04-22,960
Emily Mason,Ahvaz,Electronics,Laptop,2,1200.0,2400.0,2024-04-22,2913
Derrick Mcknight,Qom,Sports,Fitness Band,4,90.0,360.0,2024-04-22,8233
Nancy Thomas,Kermanshah,Books,Data Science Handbook,3,60.0,180.0,2024-04-23,1270
Brittany Morrow,Karaj,Sports,Running Shoes,4,120.0,480.0,2024-04-23,5960
Travis Brown,Mashhad,Home Appliances,Refrigerator,5,1800.0,9000.0,2024-04-23,1958
Amy Simmons,Mashhad,Books,Clean Code,4,55.0,220.0,2024-04-23,3322
Stephanie Kelly,Rasht,Electronics,Smart Watch,5,250.0,1250.0,2024-04-23,1365
Christopher Walsh,Isfahan,Books,Algorithms,2,70.0,140.0,2024-04-23,1450
Crystal Cook,Karaj,Sports,Running Shoes,5,120.0,600.0,2024-04-23,3060
Matthew Haynes,Rasht,Electronics,Headphones,4,150.0,600.0,2024-04-23,3073
Patrick Jones,Rasht,Books,Python Programming,1,45.0,45.0,2024-04-23,2134
Sarah King,Ahvaz,Home Appliances,Washing Machine,4,1500.0,6000.0,2024-04-23,6478
Francisco Morris,Ahvaz,Home Appliances,Vacuum Cleaner,5,300.0,1500.0,2024-04-23,7730
Lucas Davis,Kermanshah,Electronics,Laptop,1,1200.0,1200.0,2024-04-23,5630
Daniel Mccoy,Isfahan,Home Appliances,Microwave,5,220.0,1100.0,2024-04-24,4563
Leslie Gilbert,Mashhad,Home Appliances,Refrigerator,4,1800.0,7200.0,2024-04-24,9579
William Dixon,Rasht,Electronics,Smart Watch,3,250.0,750.0,2024-04-24,8132
Gabrielle Sanchez,Shiraz,Electronics,Laptop,1,1200.0,1200.0,2024-04-24,3583
Teresa Watkins,Kermanshah,Home Appliances,Refrigerator,3,1800.0,5400.0,2024-04-24,5211
Joshua Payne,Mashhad,Electronics,Smart Watch,3,250.0,750.0,2024-04-24,9227
Melissa Diaz,Isfahan,Electronics,Tablet,4,500.0,2000.0,2024-04-24,3275
Jamie Brown,Tabriz,Books,Data Science Handbook,2,60.0,120.0,2024-04-24,4231
Tony Christensen,Karaj,Home Appliances,Vacuum Cleaner,3,300.0,900.0,2024-04-25,5503
Kathleen Garner,Qom,Electronics,Headphones,2,150.0,300.0,2024-04-25,534
Joshua Alexander,Qom,Home Appliances,Washing Machine,4,1500.0,6000.0,2024-04-25,427
Mike Snyder,Tabriz,Sports,Basketball,4,35.0,140.0,2024-04-25,7124
Anna Sparks,Kermanshah,Sports,Basketball,3,35.0,105.0,2024-04-25,6142
Joshua Herring,Kermanshah,Books,Algorithms,5,70.0,350.0,2024-04-25,3729
Emily Cook,Qom,Books,Machine Learning,3,80.0,240.0,2024-04-25,896
James Cook,Karaj,Electronics,Smart Watch,4,250.0,1000.0,2024-04-25,8255
Michael Johnson,Mashhad,Sports,Football,4,30.0,120.0,2024-04-25,1715
Charles Waller,Rasht,Electronics,Laptop,3,1200.0,3600.0,2024-04-25,3127
William Juarez,Qom,Books,Python Programming,4,45.0,180.0,2024-04-25,739
Mason Brooks,Shiraz,Home Appliances,Refrigerator,4,1800.0,7200.0,2024-04-25,5092
Sheila Bradford,Rasht,Books,Algorithms,5,70.0,350.0,2024-04-25,1748
Lauren Fisher,Shiraz,Books,Data Science Handbook,4,60.0,240.0,2024-04-25,4432
Carl Barton,Karaj,Electronics,Tablet,1,500.0,500.0,2024-04-25,8832
Sheila James,Karaj,Books,Data Science Handbook,5,60.0,300.0,2024-04-25,1071
Meghan Nunez,Ahvaz,Home Appliances,Air Conditioner,2,2000.0,4000.0,2024-04-25,5172
Joseph Maxwell,Karaj,Home Appliances,Refrigerator,1,1800.0,1800.0,2024-04-25,916
David Jordan,Tehran,Electronics,Headphones,2,150.0,300.0,2024-04-25,1686
William Villanueva,Shiraz,Electronics,Smartphone,4,800.0,3200.0,2024-04-26,5000
Alexis Simmons,Karaj,Electronics,Tablet,3,500.0,1500.0,2024-04-26,8313
Raymond Bentley,Isfahan,Sports,Football,2,30.0,60.0,2024-04-26,341
Chad Sheppard,Ahvaz,Home Appliances,Microwave,5,220.0,1100.0,2024-04-26,4708
Zachary Ortiz,Tabriz,Electronics,Headphones,2,150.0,300.0,2024-04-26,9186
Cory Long,Tabriz,Home Appliances,Refrigerator,1,1800.0,1800.0,2024-04-26,5126
Danny Miller,Tabriz,Electronics,Tablet,4,500.0,2000.0,2024-04-26,509
David Bailey,Qom,Books,Python Programming,1,45.0,45.0,2024-04-26,1511
Courtney Graves,Ahvaz,Electronics,Laptop,1,1200.0,1200.0,2024-04-26,8274
Kevin Smith,Mashhad,Electronics,Smart Watch,1,250.0,250.0,2024-04-26,487
Charles Shelton,Karaj,Books,Algorithms,5,70.0,350.0,2024-04-26,265
Mr. Bryan Cabrera,Mashhad,Home Appliances,Vacuum Cleaner,3,300.0,900.0,2024-04-26,923
Phyllis Rice,Shiraz,Electronics,Tablet,5,500.0,2500.0,2024-04-26,8776
Makayla Allen,Rasht,Electronics,Tablet,5,500.0,2500.0,2024-04-26,4686
Diane Preston,Rasht,Home Appliances,Vacuum Cleaner,1,300.0,300.0,2024-04-27,5575
Megan Lewis,Qom,Books,Python Programming,5,45.0,225.0,2024-04-27,3892
Matthew Guzman,Rasht,Electronics,Smart Watch,2,250.0,500.0,2024-04-27,3800
Mr. Noah Scott,Ahvaz,Home Appliances,Microwave,1,220.0,220.0,2024-04-27,2713
Julie Garrison,Rasht,Home Appliances,Refrigerator,3,1800.0,5400.0,2024-04-27,621
Julia Garcia,Tabriz,Home Appliances,Microwave,1,220.0,220.0,2024-04-27,1828
Michael Porter,Rasht,Home Appliances,Washing Machine,2,1500.0,3000.0,2024-04-27,1294
Robert Zimmerman,Mashhad,Sports,Running Shoes,5,120.0,600.0,2024-04-27,6542
Joann Stanley,Mashhad,Books,Algorithms,2,70.0,140.0,2024-04-27,1627
Melissa Martinez,Mashhad,Electronics,Smartphone,1,800.0,800.0,2024-04-27,1449
Danielle Morgan,Kermanshah,Books,Python Programming,5,45.0,225.0,2024-04-27,9783
Matthew Christensen,Tehran,Sports,Basketball,2,35.0,70.0,2024-04-27,6374
Shawn Peterson,Isfahan,Electronics,Tablet,4,500.0,2000.0,2024-04-27,6910
Jennifer Crane,Tehran,Home Appliances,Air Conditioner,5,2000.0,10000.0,2024-04-27,1982
Gregory Johnson,Tehran,Electronics,Tablet,5,500.0,2500.0,2024-04-27,6640
Shawn Lewis,Kermanshah,Sports,Running Shoes,3,120.0,360.0,2024-04-27,24
Mary Mitchell,Qom,Electronics,Headphones,5,150.0,750.0,2024-04-28,4386
Julie Melendez,Tabriz,Books,Clean Code,1,55.0,55.0,2024-04-28,2472
Randy Jones,Tehran,Books,Algorithms,2,70.0,140.0,2024-04-28,3077
Rachel Ayala,Tabriz,Books,Algorithms,2,70.0,140.0,2024-04-28,4014
Alan Chambers,Tehran,Books,Clean Code,5,55.0,275.0,2024-04-28,7481
Steven Jones,Qom,Home Appliances,Vacuum Cleaner,3,300.0,900.0,2024-04-28,8131
Donna Gillespie,Shiraz,Electronics,Smartphone,1,800.0,800.0,2024-04-28,9781
John Krause,Shiraz,Home Appliances,Washing Machine,1,1500.0,1500.0,2024-04-28,3643
Jesus Williams,Tabriz,Home Appliances,Refrigerator,5,1800.0,9000.0,2024-04-28,2116
Miss Sarah Mcdonald,Kermanshah,Books,Machine Learning,2,80.0,160.0,2024-04-28,5845
